filename,primary_label,view,coach_score_0_10,body_rises_early,front_knee_bad,rear_knee_bad,hip_position_bad,first_step_bad,arms_bad,usable_for_training,coach_comment
synth_v12_0021_side_left_body_rises_early.mp4,body_rises_early,side_left,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0022_side_left_body_too_low_drive.mp4,body_too_low_drive,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0023_side_left_hip_low.mp4,hip_low,side_left,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0024_side_left_hip_high.mp4,hip_high,side_left,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0025_side_left_front_knee_too_closed.mp4,front_knee_too_closed,side_left,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_closed
synth_v12_0026_side_left_front_knee_too_open.mp4,front_knee_too_open,side_left,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0027_side_left_rear_knee_too_closed.mp4,rear_knee_too_closed,side_left,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0028_side_left_rear_knee_too_open.mp4,rear_knee_too_open,side_left,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0029_side_left_first_step_too_short.mp4,first_step_too_short,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0030_side_left_first_step_overstride.mp4,first_step_overstride,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0031_side_left_lateral_drift.mp4,lateral_drift,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0032_side_left_arms_crossing.mp4,arms_crossing,side_left,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0033_side_left_head_lifts_early.mp4,head_lifts_early,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0034_side_left_bad_block_spacing.mp4,bad_block_spacing,side_left,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0035_side_left_slow_exit.mp4,slow_exit,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0036_side_left_no_block_start_negative.mp4,no_block_start_negative,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0037_side_left_standing_start_negative.mp4,standing_start_negative,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0038_side_left_partial_video.mp4,partial_video,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0039_side_left_occlusion_low_confidence.mp4,occlusion_low_confidence,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0040_oblique_good.mp4,good,oblique,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0041_oblique_body_rises_early.mp4,body_rises_early,oblique,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0042_oblique_body_too_low_drive.mp4,body_too_low_drive,oblique,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0043_oblique_hip_low.mp4,hip_low,oblique,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0044_oblique_hip_high.mp4,hip_high,oblique,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0045_oblique_front_knee_too_closed.mp4,front_knee_too_closed,oblique,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_closed
synth_v12_0046_oblique_front_knee_too_open.mp4,front_knee_too_open,oblique,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0047_oblique_rear_knee_too_closed.mp4,rear_knee_too_closed,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0048_oblique_rear_knee_too_open.mp4,rear_knee_too_open,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0049_oblique_first_step_too_short.mp4,first_step_too_short,oblique,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0050_oblique_first_step_overstride.mp4,first_step_overstride,oblique,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0051_oblique_lateral_drift.mp4,lateral_drift,oblique,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0052_oblique_arms_crossing.mp4,arms_crossing,oblique,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0053_oblique_head_lifts_early.mp4,head_lifts_early,oblique,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0054_oblique_bad_block_spacing.mp4,bad_block_spacing,oblique,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0055_oblique_slow_exit.mp4,slow_exit,oblique,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0056_oblique_no_block_start_negative.mp4,no_block_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0057_oblique_standing_start_negative.mp4,standing_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0058_oblique_partial_video.mp4,partial_video,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0059_oblique_occlusion_low_confidence.mp4,occlusion_low_confidence,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0060_front_good.mp4,good,front,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0061_front_body_rises_early.mp4,body_rises_early,front,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0062_front_body_too_low_drive.mp4,body_too_low_drive,front,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0063_front_hip_low.mp4,hip_low,front,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0064_front_hip_high.mp4,hip_high,front,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0065_front_front_knee_too_closed.mp4,front_knee_too_closed,front,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_closed
synth_v12_0066_front_front_knee_too_open.mp4,front_knee_too_open,front,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0067_front_rear_knee_too_closed.mp4,rear_knee_too_closed,front,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0068_front_rear_knee_too_open.mp4,rear_knee_too_open,front,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0069_front_first_step_too_short.mp4,first_step_too_short,front,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0070_front_first_step_overstride.mp4,first_step_overstride,front,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0071_front_lateral_drift.mp4,lateral_drift,front,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0072_front_arms_crossing.mp4,arms_crossing,front,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0073_front_head_lifts_early.mp4,head_lifts_early,front,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0074_front_bad_block_spacing.mp4,bad_block_spacing,front,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0075_front_slow_exit.mp4,slow_exit,front,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0076_front_no_block_start_negative.mp4,no_block_start_negative,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0077_front_standing_start_negative.mp4,standing_start_negative,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0078_front_partial_video.mp4,partial_video,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0079_front_occlusion_low_confidence.mp4,occlusion_low_confidence,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0080_back_good.mp4,good,back,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0081_back_body_rises_early.mp4,body_rises_early,back,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0082_back_body_too_low_drive.mp4,body_too_low_drive,back,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0083_back_hip_low.mp4,hip_low,back,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0084_back_hip_high.mp4,hip_high,back,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0085_back_front_knee_too_closed.mp4,front_knee_too_closed,back,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_closed
synth_v12_0086_back_front_knee_too_open.mp4,front_knee_too_open,back,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0087_back_rear_knee_too_closed.mp4,rear_knee_too_closed,back,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0088_back_rear_knee_too_open.mp4,rear_knee_too_open,back,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0089_back_first_step_too_short.mp4,first_step_too_short,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0090_back_first_step_overstride.mp4,first_step_overstride,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0091_back_lateral_drift.mp4,lateral_drift,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0092_back_arms_crossing.mp4,arms_crossing,back,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0093_back_head_lifts_early.mp4,head_lifts_early,back,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0094_back_bad_block_spacing.mp4,bad_block_spacing,back,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0095_back_slow_exit.mp4,slow_exit,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0096_back_no_block_start_negative.mp4,no_block_start_negative,back,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0097_back_standing_start_negative.mp4,standing_start_negative,back,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0098_back_partial_video.mp4,partial_video,back,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0099_back_occlusion_low_confidence.mp4,occlusion_low_confidence,back,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0100_unknown_good.mp4,good,unknown,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0101_unknown_body_rises_early.mp4,body_rises_early,unknown,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0102_unknown_body_too_low_drive.mp4,body_too_low_drive,unknown,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0103_unknown_hip_low.mp4,hip_low,unknown,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0104_unknown_hip_high.mp4,hip_high,unknown,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0105_unknown_front_knee_too_closed.mp4,front_knee_too_closed,unknown,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_closed
synth_v12_0106_unknown_front_knee_too_open.mp4,front_knee_too_open,unknown,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0107_unknown_rear_knee_too_closed.mp4,rear_knee_too_closed,unknown,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0108_unknown_rear_knee_too_open.mp4,rear_knee_too_open,unknown,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0109_unknown_first_step_too_short.mp4,first_step_too_short,unknown,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0110_unknown_first_step_overstride.mp4,first_step_overstride,unknown,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0111_unknown_lateral_drift.mp4,lateral_drift,unknown,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0112_unknown_arms_crossing.mp4,arms_crossing,unknown,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0113_unknown_head_lifts_early.mp4,head_lifts_early,unknown,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0114_unknown_bad_block_spacing.mp4,bad_block_spacing,unknown,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0115_unknown_slow_exit.mp4,slow_exit,unknown,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0116_unknown_no_block_start_negative.mp4,no_block_start_negative,unknown,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0117_unknown_standing_start_negative.mp4,standing_start_negative,unknown,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0118_unknown_partial_video.mp4,partial_video,unknown,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0119_unknown_occlusion_low_confidence.mp4,occlusion_low_confidence,unknown,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0120_back_bad_block_spacing.mp4,bad_block_spacing,back,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0121_oblique_no_block_start_negative.mp4,no_block_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0122_oblique_rear_knee_too_closed.mp4,rear_knee_too_closed,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0123_oblique_rear_knee_too_closed.mp4,rear_knee_too_closed,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0124_side_left_slow_exit.mp4,slow_exit,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0125_back_first_step_too_short.mp4,first_step_too_short,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0126_side_body_too_low_drive.mp4,body_too_low_drive,side,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0127_oblique_arms_crossing.mp4,arms_crossing,oblique,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0128_front_hip_low.mp4,hip_low,front,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0129_unknown_rear_knee_too_open.mp4,rear_knee_too_open,unknown,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0130_front_no_block_start_negative.mp4,no_block_start_negative,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0131_front_occlusion_low_confidence.mp4,occlusion_low_confidence,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0132_unknown_body_rises_early.mp4,body_rises_early,unknown,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0133_oblique_standing_start_negative.mp4,standing_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0134_front_rear_knee_too_closed.mp4,rear_knee_too_closed,front,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0135_back_bad_block_spacing.mp4,bad_block_spacing,back,6.2,0,1,1,0,0,0,yes,synthetic_v12 bad_block_spacing
synth_v12_0136_side_left_body_too_low_drive.mp4,body_too_low_drive,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0137_unknown_hip_low.mp4,hip_low,unknown,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0138_side_partial_video.mp4,partial_video,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0139_oblique_hip_low.mp4,hip_low,oblique,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0140_unknown_lateral_drift.mp4,lateral_drift,unknown,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0141_side_left_standing_start_negative.mp4,standing_start_negative,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0142_unknown_rear_knee_too_open.mp4,rear_knee_too_open,unknown,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0143_front_first_step_too_short.mp4,first_step_too_short,front,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0144_side_no_block_start_negative.mp4,no_block_start_negative,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0145_back_front_knee_too_open.mp4,front_knee_too_open,back,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0146_oblique_rear_knee_too_closed.mp4,rear_knee_too_closed,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0147_side_left_hip_high.mp4,hip_high,side_left,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0148_back_body_rises_early.mp4,body_rises_early,back,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0149_side_left_good.mp4,good,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0150_side_body_too_low_drive.mp4,body_too_low_drive,side,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0151_unknown_body_rises_early.mp4,body_rises_early,unknown,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0152_oblique_head_lifts_early.mp4,head_lifts_early,oblique,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0153_side_left_arms_crossing.mp4,arms_crossing,side_left,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0154_side_left_first_step_overstride.mp4,first_step_overstride,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0155_unknown_front_knee_too_open.mp4,front_knee_too_open,unknown,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0156_front_good.mp4,good,front,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0157_side_left_first_step_overstride.mp4,first_step_overstride,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0158_side_left_body_too_low_drive.mp4,body_too_low_drive,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0159_back_body_too_low_drive.mp4,body_too_low_drive,back,9.0,0,0,0,0,0,0,yes,synthetic_v12 body_too_low_drive
synth_v12_0160_side_left_head_lifts_early.mp4,head_lifts_early,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0161_side_body_rises_early.mp4,body_rises_early,side,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0162_side_left_first_step_overstride.mp4,first_step_overstride,side_left,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0163_side_head_lifts_early.mp4,head_lifts_early,side,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0164_side_lateral_drift.mp4,lateral_drift,side,6.6,0,0,0,0,1,0,yes,synthetic_v12 lateral_drift
synth_v12_0165_back_rear_knee_too_closed.mp4,rear_knee_too_closed,back,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0166_side_arms_crossing.mp4,arms_crossing,side,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0167_unknown_hip_low.mp4,hip_low,unknown,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_low
synth_v12_0168_unknown_head_lifts_early.mp4,head_lifts_early,unknown,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0169_side_head_lifts_early.mp4,head_lifts_early,side,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0170_oblique_slow_exit.mp4,slow_exit,oblique,6.6,0,0,0,0,1,0,yes,synthetic_v12 slow_exit
synth_v12_0171_front_body_rises_early.mp4,body_rises_early,front,6.5,1,0,0,0,0,0,yes,synthetic_v12 body_rises_early
synth_v12_0172_side_no_block_start_negative.mp4,no_block_start_negative,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0173_side_left_no_block_start_negative.mp4,no_block_start_negative,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0174_side_left_rear_knee_too_open.mp4,rear_knee_too_open,side_left,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0175_oblique_front_knee_too_open.mp4,front_knee_too_open,oblique,6.2,0,1,0,0,0,0,yes,synthetic_v12 front_knee_too_open
synth_v12_0176_side_occlusion_low_confidence.mp4,occlusion_low_confidence,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0177_front_standing_start_negative.mp4,standing_start_negative,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0178_front_rear_knee_too_closed.mp4,rear_knee_too_closed,front,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0179_oblique_no_block_start_negative.mp4,no_block_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0180_oblique_rear_knee_too_open.mp4,rear_knee_too_open,oblique,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_open
synth_v12_0181_side_left_arms_crossing.mp4,arms_crossing,side_left,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0182_unknown_head_lifts_early.mp4,head_lifts_early,unknown,9.0,0,0,0,0,0,0,yes,synthetic_v12 head_lifts_early
synth_v12_0183_oblique_no_block_start_negative.mp4,no_block_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0184_side_left_good.mp4,good,side_left,9.0,0,0,0,0,0,0,yes,synthetic_v12 good
synth_v12_0185_side_left_partial_video.mp4,partial_video,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
synth_v12_0186_side_occlusion_low_confidence.mp4,occlusion_low_confidence,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0187_front_occlusion_low_confidence.mp4,occlusion_low_confidence,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 occlusion_low_confidence
synth_v12_0188_back_first_step_overstride.mp4,first_step_overstride,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0189_side_rear_knee_too_closed.mp4,rear_knee_too_closed,side,6.2,0,0,1,0,0,0,yes,synthetic_v12 rear_knee_too_closed
synth_v12_0190_side_first_step_too_short.mp4,first_step_too_short,side,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_too_short
synth_v12_0191_unknown_hip_high.mp4,hip_high,unknown,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0192_front_arms_crossing.mp4,arms_crossing,front,7.2,0,0,0,0,0,1,yes,synthetic_v12 arms_crossing
synth_v12_0193_front_no_block_start_negative.mp4,no_block_start_negative,front,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0194_front_hip_high.mp4,hip_high,front,6.5,0,0,0,1,0,0,yes,synthetic_v12 hip_high
synth_v12_0195_oblique_standing_start_negative.mp4,standing_start_negative,oblique,4.5,0,0,0,0,0,0,yes,synthetic_v12 standing_start_negative
synth_v12_0196_side_left_no_block_start_negative.mp4,no_block_start_negative,side_left,4.5,0,0,0,0,0,0,yes,synthetic_v12 no_block_start_negative
synth_v12_0197_back_first_step_overstride.mp4,first_step_overstride,back,6.6,0,0,0,0,1,0,yes,synthetic_v12 first_step_overstride
synth_v12_0198_side_partial_video.mp4,partial_video,side,4.5,0,0,0,0,0,0,yes,synthetic_v12 partial_video
